book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,ratings_count,image_url
658,930289455,9780930289450,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke,eng,4.36,113855,https://images.gr-assets.com/books/1346331835m/96358.jpg  
659,679732764,9780679732760,Ralph Ellison,1952,Invisible Man,eng,3.84,123073,https://images.gr-assets.com/books/1352854247m/16981.jpg  
660,374105235,9780374105240,Ishmael Beah,2007,A Long Way Gone: Memoirs of a Boy Soldier,en-US,4.14,116260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
661,751514624,9780751514630,Stephen King,1982,Different Seasons,eng,4.34,105961,https://images.gr-assets.com/books/1329662611m/39662.jpg  
662,380813815,9780380813810,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US,4.26,118576,https://images.gr-assets.com/books/1331419009m/28881.jpg  
663,1577314808,9781577314810,Eckhart Tolle,1997,The Power of Now: A Guide to Spiritual Enlightenment,eng,4.1,104549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
664,399159010,9780399159020,Jenny  Lawson,2012,Let's Pretend This Never Happened: A Mostly True Memoir,eng,3.9,118475,https://images.gr-assets.com/books/1489415716m/12868761.jpg  
665,553804677,9780553804680,Scott Lynch,2006,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng,4.3,118751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
666,64471837,9780064471830,Garth Nix,1995,"Sabriel (Abhorsen,  #1)",en-US,4.17,137047,https://images.gr-assets.com/books/1293655399m/518848.jpg  
667,441017150,9780441017160,Charlaine Harris,2009,"Dead and Gone (Sookie Stackhouse, #9)",eng,4.01,145157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
668,1439102767,9781439102760,Jodi Picoult,2013,The Storyteller,eng,4.26,109313,https://images.gr-assets.com/books/1356328634m/15753740.jpg  
669,1620610078,9781620610080,Jennifer L. Armentrout,2011,"Obsidian (Lux, #1)",eng,4.23,164832,https://images.gr-assets.com/books/1328275091m/12578077.jpg  
670,345418905,9780345418910,Douglas Adams,1982,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562,https://images.gr-assets.com/books/1333577589m/8694.jpg  
671,1619630621,9781619630630,Sarah J. Maas,2013,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,https://images.gr-assets.com/books/1391580481m/17167166.jpg  
672,1932664084,9781932664090,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
673,1416586288,9781416586290,Jeannette Walls,2008,Half Broke Horses,eng,4.05,110597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
674,61020680,9780061020680,Terry Pratchett,1987,"Mort (Death, #1; Discworld, #4)",eng,4.22,128450,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
675,373210086,9780373210080,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1)",eng,3.92,158063,https://images.gr-assets.com/books/1327877670m/6644117.jpg  
676,393324826,9780393324820,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,eng,4.05,122502,https://images.gr-assets.com/books/1347656489m/32145.jpg  
677,1595143173,9781595143170,Richelle Mead,2011,"Bloodlines (Bloodlines, #1)",en-US,4.22,140599,https://images.gr-assets.com/books/1297199431m/8709527.jpg  
678,765342405,9780765342410,Orson Scott Card,1998,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
679,385342020,9780385342020,Sophie Kinsella,2009,Twenties Girl,eng,3.82,119105,https://images.gr-assets.com/books/1320544759m/6063187.jpg  
680,340606517,9780340606510,Thomas Keneally,1982,Schindler's List,eng,4.34,108338,https://images.gr-assets.com/books/1348163457m/375013.jpg  
681,452287065,9780452287070,Toni Morrison,1970,The Bluest Eye,eng,3.99,109944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
682,1416563687,9781416563690,Philippa Gregory,2009,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng,3.9,119739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
683,345350685,9780345350690,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,eng,4.29,124805,https://images.gr-assets.com/books/1434682864m/92057.jpg  
684,1563892278,9781563892270,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes (The Sandman #1),eng,4.3,122540,https://images.gr-assets.com/books/1411609637m/23754.jpg  
685,345465083,9780345465080,Laura Hillenbrand,1999,Seabiscuit: An American Legend,en-US,4.2,111497,https://images.gr-assets.com/books/1171644213m/110737.jpg  
686,553328255,9780553328260,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,eng,4.5,109754,https://images.gr-assets.com/books/1465539139m/188572.jpg  
687,198320272,9780198320270,"William Shakespeare, Roma Gill",1599,Julius Caesar,eng,3.65,119933,https://images.gr-assets.com/books/1354574927m/13006.jpg  
688,307408841,9780307408850,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,https://images.gr-assets.com/books/1327864303m/9938498.jpg  
689,140449140,9780140449140,"Plato, Desmond Lee",-380,The Republic,eng,3.9,110274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
690,312642970,9780312642980,Marissa Meyer,2014,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,https://images.gr-assets.com/books/1470057005m/13206828.jpg  
691,714836257,9780714836260,Phaidon Press,1997,The Art Book,eng,3.79,102746,https://images.gr-assets.com/books/1411210646m/567616.jpg  
692,767905180,9780767905180,Jane Green,2001,Jemima J,en-US,3.62,101436,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
693,451527887,9780451527880,"Victor Hugo, Walter J. Cobb",1831,The Hunchback of Notre-Dame,eng,3.97,119851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
694,836220889,9780836220890,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,en-US,4.61,117788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
695,689865406,9780689865400,Scott Westerfeld,2006,"Specials (Uglies, #3)",eng,3.77,139168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
696,543898083,9780543898080,Kate Chopin,1899,The Awakening,eng,3.63,125474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
697,1401303277,9781401303270,Mitch Albom,2006,For One More Day,en-US,4.09,102193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
698,425144372,9780425144370,Tom Clancy,1989,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,https://images.gr-assets.com/books/1291440438m/32669.jpg  
699,60513098,9780060513090,Shel Silverstein,1996,Falling Up,en-US,4.33,111779,https://images.gr-assets.com/books/1327871908m/30120.jpg  
700,2020336464,9782020336470,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,fre,4.07,59453,https://images.gr-assets.com/books/1375258001m/23955.jpg  
701,553803727,9780553803720,Isaac Asimov,1952,Foundation and Empire (Foundation #2),eng,4.2,105595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
702,743296435,9780743296430,Jodi Picoult,2010,House Rules,en-US,4.01,111239,https://images.gr-assets.com/books/1290479868m/6614960.jpg  
703,394709306,9780394709310,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,The Complete Grimm's Fairy Tales,eng,4.31,116324,https://images.gr-assets.com/books/1369540060m/22917.jpg  
704,744583276,9780744583270,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,https://images.gr-assets.com/books/1327784751m/3980.jpg  
705,1476727651,9781476727650,Stephen King,2013,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,https://images.gr-assets.com/books/1362415596m/16130549.jpg  
706,140285679,9780140285670,Nick Hornby,1998,About a Boy,en-US,3.79,101999,https://images.gr-assets.com/books/1382004144m/4271.jpg  
707,1434768511,9781434768510,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,https://images.gr-assets.com/books/1328763220m/3206011.jpg  
708,553213873,9780553213870,Helen Keller,1902,The Story of My Life,eng,4.07,107313,https://images.gr-assets.com/books/1320429331m/821611.jpg  
709,446563080,9780446563090,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336,https://images.gr-assets.com/books/1291165397m/7108001.jpg  
710,1591826039,9781591826030,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,"Fruits Basket, Vol. 1",eng,4.23,118467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
711,743482832,9780743482840,William Shakespeare,1623,The Tempest,en-US,3.8,125178,https://images.gr-assets.com/books/1327793692m/12985.jpg  
712,1905654944,9781905654950,"P.C. Cast, Kristin Cast",2010,"Burned (House of Night, #7)",eng,3.98,120763,https://images.gr-assets.com/books/1327944437m/6917952.jpg  
713,340829788,9780340829780,"Stephen King, Dave McKean",1997,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,https://images.gr-assets.com/books/1327946510m/5096.jpg  
714,385351399,9780385351390,Dave Eggers,2013,The Circle,eng,3.46,109412,https://images.gr-assets.com/books/1376419833m/18302455.jpg  
715,439813786,9780439813780,Brian Selznick,2007,The Invention of Hugo Cabret,eng,4.23,132159,https://images.gr-assets.com/books/1422312376m/9673436.jpg  
716,60776099,9780060776090,"Aldous Huxley, Christopher Hitchens",1932,Brave New World / Brave New World Revisited,eng,4.16,108124,https://images.gr-assets.com/books/1331315450m/5479.jpg  
717,1591169151,9781591169150,Bisco Hatori,2003,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
718,778316556,9780778316560,Mary Kubica,2014,The Good Girl,eng,3.81,100936,https://images.gr-assets.com/books/1388340126m/18812405.jpg  
719,1250049377,9781250049380,Rainbow Rowell,2014,Landline,eng,3.55,113805,https://images.gr-assets.com/books/1499378092m/18081809.jpg  
720,1905654588,9781905654580,"P.C. Cast, Kristin Cast",2008,"Tempted (House of Night, #6)",eng,3.96,127387,https://images.gr-assets.com/books/1408633041m/6262365.jpg  
721,375706674,9780375706680,Cormac McCarthy,2005,No Country for Old Men,eng,4.12,100513,https://images.gr-assets.com/books/1443231179m/12497.jpg  
722,7230206,9780007230200,Hilary Mantel,2009,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,https://images.gr-assets.com/books/1336576165m/6101138.jpg  
723,2226131906,9782226131900,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,fre,3.59,115855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
724,571225381,9780571225380,Kazuo Ishiguro,1989,The Remains of the Day,eng,4.1,105892,https://images.gr-assets.com/books/1327128714m/28921.jpg  
725,446547654,9780446547660,Nicholas Sparks,2010,The Best of Me,en-US,3.91,103915,https://images.gr-assets.com/books/1301685366m/10766509.jpg  
726,224094157,9780224094150,Julian Barnes,2011,The Sense of an Ending,eng,3.7,94968,https://images.gr-assets.com/books/1311704453m/10746542.jpg  
727,312938993,9780312938990,Sue Grafton,1982,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,116026,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
728,1580495931,9781580495940,"Sophocles, J.E. Thomas",-430,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,119496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
729,1400067111,9781400067110,Lisa See,2009,Shanghai Girls (Shanghai Girls #1),eng,3.87,106729,https://images.gr-assets.com/books/1327968416m/5960325.jpg  
730,143039091,9780143039100,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,eng,3.98,124612,https://images.gr-assets.com/books/1423183570m/5659.jpg  
731,1420925431,9781420925430,E.M. Forster,1908,A Room with a View,eng,3.91,109994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
732,316084239,9780316084240,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,https://images.gr-assets.com/books/1271108843m/6931356.jpg  
733,399151575,9780399151580,J.D. Robb,1995,"Naked in Death (In Death, #1)",en-US,4.13,78028,https://images.gr-assets.com/books/1297783540m/268602.jpg  
734,385339666,9780385339670,John Grisham,1994,The Chamber,eng,3.76,102715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
735,1569319006,9781569319000,"Masashi Kishimoto, Katy Bridges",1999,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,https://images.gr-assets.com/books/1435524806m/204042.jpg  
736,812993292,9780812993300,Rachel Joyce,2012,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,94012,https://images.gr-assets.com/books/1335816092m/13227454.jpg  
737,307931889,9780307931890,David Levithan,2012,"Every Day (Every Day, #1)",eng,3.99,121863,https://images.gr-assets.com/books/1356993940m/13262783.jpg  
738,312861877,9780312861870,Orson Scott Card,1991,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
739,743477561,9780743477570,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,eng,3.78,115621,https://images.gr-assets.com/books/1327871054m/24128.jpg  
740,440178002,9780440178000,James Clavell,1975,"Shōgun (Asian Saga, #1)",eng,4.37,104339,https://images.gr-assets.com/books/1397228842m/402093.jpg  
741,451219368,9780451219370,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249,https://images.gr-assets.com/books/1388773547m/42900.jpg  
742,1619634449,9781619634440,Sarah J. Maas,2015,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,https://images.gr-assets.com/books/1491595796m/16096824.jpg  
743,545132053,9780545132050,Raina Telgemeier,2009,Smile,eng,4.19,98628,https://images.gr-assets.com/books/1438206850m/6393631.jpg  
744,151010269,9780151010260,"George Orwell, Christopher Hitchens",1950,Animal Farm / 1984,eng,4.26,116197,https://images.gr-assets.com/books/1327959366m/5472.jpg  
745,140286276,9780140286270,Jacquelyn Mitchard,1996,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
746,345457374,9780345457370,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,99926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
747,60288140,9780060288140,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,112733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
748,374214913,9780374214910,Robin Sloan,2012,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,110552,https://images.gr-assets.com/books/1345089845m/13538873.jpg  
749,743496310,9780743496320,V.C. Andrews,1979,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,109063,https://images.gr-assets.com/books/1327880853m/43448.jpg  
750,590452037,9780590452040,Jerry Spinelli,1990,Maniac Magee,eng,3.86,99831,https://images.gr-assets.com/books/1395884800m/139463.jpg  
751,99285444,9780099285440,Chuck Palahniuk,1999,Invisible Monsters,eng,4,54937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
752,743482778,9780743482780,William Shakespeare,1601,Twelfth Night,eng,3.97,119607,https://images.gr-assets.com/books/1416628008m/1625.jpg  
753,385732562,9780385732570,Lois Lowry,2000,"Gathering Blue (The Giver, #2)",eng,3.8,114917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
754,345539788,9780345539790,Pierce Brown,2014,"Red Rising (Red Rising, #1)",eng,4.26,104939,https://images.gr-assets.com/books/1461354651m/15839976.jpg  
755,316033677,9780316033670,Brent Weeks,2008,"The Way of Shadows (Night Angel, #1)",en-US,4.15,109236,https://images.gr-assets.com/books/1327881551m/3227063.jpg  
756,812474945,9780812474950,Barbara Kingsolver,1988,"The Bean Trees (Greer Family, #1)",eng,3.94,105032,https://images.gr-assets.com/books/1443483961m/30868.jpg  
757,1476712980,9781476712990,Jamie McGuire,2013,"Walking Disaster (Beautiful, #2)",eng,4.23,134022,https://images.gr-assets.com/books/1352338368m/15745950.jpg  
758,765326361,9780765326360,Brandon Sanderson,2014,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,https://images.gr-assets.com/books/1391535251m/17332218.jpg  
759,440221668,9780440221660,Diana Gabaldon,2001,"The Fiery Cross (Outlander, #5)",eng,4.26,103552,https://images.gr-assets.com/books/1407366842m/10967.jpg  
760,450042685,9780450042680,"Stephen King, John D. MacDonald",1978,Night Shift,en-GB,3.96,104248,https://images.gr-assets.com/books/1342215309m/10628.jpg  
761,1400064562,9781400064560,Peter Benchley,1974,Jaws,eng,3.96,102574,https://images.gr-assets.com/books/1327958767m/126232.jpg  
762,393328627,9780393328620,Nicole Krauss,2005,The History of Love,eng,3.91,98379,https://images.gr-assets.com/books/1327911009m/3867.jpg  
763,142402494,9780142402500,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Longstocking,eng,4.11,123065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
764,1933372605,9781933372600,"Muriel Barbery, Alison Anderson",2006,The Elegance of the Hedgehog,eng,3.73,101669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
765,743270754,9780743270760,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923,https://images.gr-assets.com/books/1347278868m/2199.jpg  
766,441018645,9780441018640,Charlaine Harris,2010,"Dead in the Family (Sookie Stackhouse, #10)",en-US,3.88,127379,https://images.gr-assets.com/books/1290479828m/7091488.jpg  
767,679720219,9780679720220,"Albert Camus, Stuart Gilbert",1947,The Plague,en-US,3.97,95803,https://images.gr-assets.com/books/1342837610m/11989.jpg  
768,439206480,9780439206490,"Lemony Snicket, Brett Helquist",1999,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,130213,https://images.gr-assets.com/books/1352146294m/78418.jpg  
769,61214655,9780061214650,Melissa Marr,2007,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,131034,https://images.gr-assets.com/books/1327814035m/305234.jpg  
770,525457585,9780525457590,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,The Neverending Story,eng,4.17,109110,https://images.gr-assets.com/books/1327871159m/27712.jpg  
771,571212921,9780571212930,Sylvia Nasar,1998,A Beautiful Mind,en-GB,4.12,98276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
772,1884365302,9781884365300,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,eng,3.72,97468,https://images.gr-assets.com/books/1332140681m/41681.jpg  
773,61662690,9780061662690,Kelley Armstrong,2008,"The Summoning (Darkest Powers, #1)",en-US,4.03,132285,https://images.gr-assets.com/books/1478986944m/2800905.jpg  
774,684853949,9780684853950,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419,https://images.gr-assets.com/books/1447047702m/63697.jpg  
775,1860498809,9781860498800,Margaret Atwood,2000,The Blind Assassin,eng,3.95,98464,https://images.gr-assets.com/books/1451445426m/78433.jpg  
776,1594747350,9781594747360,Ransom Riggs,2014,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,73149,https://images.gr-assets.com/books/1429175859m/23164983.jpg  
777,375727345,9780375727340,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,55381,https://images.gr-assets.com/books/1428883041m/359770.jpg  
778,356500152,9780356500160,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,99729,https://images.gr-assets.com/books/1403033579m/17235026.jpg  
779,747532036,9780747532030,Crockett Johnson,1955,Harold and the Purple Crayon,eng,4.24,107221,https://images.gr-assets.com/books/1327390957m/98573.jpg  
780,451218043,9780451218050,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558,https://images.gr-assets.com/books/1300845974m/35729.jpg  
781,553803735,9780553803730,Isaac Asimov,1953,Second Foundation (Foundation #3),eng,4.23,96865,https://images.gr-assets.com/books/1417900922m/29580.jpg  
782,451458125,9780451458120,Jim Butcher,2001,"Fool Moon (The Dresden Files, #2)",eng,4.04,111371,https://images.gr-assets.com/books/1345556849m/91477.jpg  
783,316204366,9780316204360,Malcolm Gladwell,2011,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",eng,3.9,90083,https://images.gr-assets.com/books/1391813567m/15751404.jpg  
784,1591169208,9781591169210,"Hiromu Arakawa, Akira Watanabe",2002,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,93990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
785,61020648,9780061020640,Terry Pratchett,1989,"Guards! Guards! (Discworld, #8)",eng,4.32,108652,https://images.gr-assets.com/books/1431127356m/64216.jpg  
786,1400078431,9781400078430,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,94590,https://images.gr-assets.com/books/1327878638m/7815.jpg  
787,1857231589,9781857231590,Arthur C. Clarke,1973,"Rendezvous with Rama (Rama, #1)",eng,4.06,93151,https://images.gr-assets.com/books/1405456427m/112537.jpg  
788,345419626,9780345419620,Anne Rice,1988,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,110693,https://images.gr-assets.com/books/1327871992m/43758.jpg  
789,199291152,9780199291150,Richard Dawkins,1976,The Selfish Gene,eng,4.11,96564,https://images.gr-assets.com/books/1366758096m/61535.jpg  
790,142001430,9780142001430,Geraldine Brooks,2001,Year of Wonders,eng,4,104283,https://images.gr-assets.com/books/1327936622m/4965.jpg  
791,446612731,9780446612740,Michael Connelly,1992,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,https://images.gr-assets.com/books/1344265342m/32508.jpg  
792,452281253,9780452281260,Ayn Rand,1938,Anthem,eng,3.62,95620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
793,1936305623,9781936305630,Sylvain Reynard,2011,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,119633,https://images.gr-assets.com/books/1301789770m/10140661.jpg  
794,689707495,9780689707490,"Judi Barrett, Ron Barrett",1978,Cloudy With a Chance of Meatballs,eng,4.15,104677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
795,1400068932,9781400068940,Helen Simonson,2010,Major Pettigrew's Last Stand,eng,3.87,97745,https://images.gr-assets.com/books/1320539020m/6643090.jpg  
796,425227510,9780425227510,Nora Roberts,2009,"Vision in White (Bride Quartet, #1)",eng,4.1,103933,https://images.gr-assets.com/books/1316972164m/5598113.jpg  
797,1423140567,9781423140570,Rick Riordan,2011,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,116360,https://images.gr-assets.com/books/1366227973m/9067850.jpg  
798,765348276,9780765348270,John Scalzi,2005,"Old Man's War (Old Man's War, #1)",eng,4.23,97653,https://images.gr-assets.com/books/1487044882m/51964.jpg  
799,831727527,9780831727530,Stephen King,1992,Gerald's Game,eng,3.47,100158,https://images.gr-assets.com/books/1297737756m/32692.jpg  
800,140255559,9780140255550,Janet Evanovich,1996,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,116171,https://images.gr-assets.com/books/1330926461m/6427.jpg  
801,60510862,9780060510860,Joe Haldeman,1974,"The Forever War (The Forever War, #1)",eng,4.15,87636,https://images.gr-assets.com/books/1386852511m/21611.jpg  
802,8497597729,9788497597720,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,spa,3.79,100972,https://images.gr-assets.com/books/1354355494m/10585.jpg  
803,812971060,9780812971060,Azar Nafisi,2003,Reading Lolita in Tehran,eng,3.57,94696,https://images.gr-assets.com/books/1397751318m/7603.jpg  
804,575079797,9780575079790,Joe Abercrombie,2006,"The Blade Itself (The First Law, #1)",eng,4.14,97501,https://images.gr-assets.com/books/1284167912m/944073.jpg  
805,786851473,9780786851480,Eoin Colfer,2002,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,108031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
806,743225422,9780743225430,Annie Proulx,1993,The Shipping News,eng,3.83,103151,https://images.gr-assets.com/books/1469036074m/7354.jpg  
807,1607747308,9781607747310,"Marie Kondō, Cathy Hirano",2011,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,https://images.gr-assets.com/books/1418767178m/22318578.jpg  
808,385755880,9780385755890,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,eng,4.19,132087,https://images.gr-assets.com/books/1404331702m/18460392.jpg  
809,671011367,9780671011370,Kathy Reichs,1997,"Déjà Dead (Temperance Brennan, #1)",eng,3.86,100369,https://images.gr-assets.com/books/1334157601m/231604.jpg  
810,552562521,9780552562520,Michael Scott,2007,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,58396,https://images.gr-assets.com/books/1361310229m/17402605.jpg  
811,374203059,9780374203050,Jeffrey Eugenides,2011,The Marriage Plot,eng,3.42,90551,https://images.gr-assets.com/books/1328736940m/10964693.jpg  
812,61120251,9780061120250,"Isabel Allende, Margaret Sayers Peden",1998,Daughter of Fortune,eng,3.89,89770,https://images.gr-assets.com/books/1299666780m/16527.jpg  
813,1476789630,9781476789640,Jessica Knoll,2015,Luckiest Girl Alive,eng,3.48,82504,https://images.gr-assets.com/books/1425975301m/22609317.jpg  
814,689865198,9780689865190,Ellen Hopkins,2004,"Crank (Crank, #1)",eng,4.16,104168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
815,545424925,9780545424930,Maggie Stiefvater,2012,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,https://images.gr-assets.com/books/1477103737m/17675462.jpg  
